name,address,type,product
(주)에이테크 글로벌,서대구산업단지관리공단,그 외 기타 특수목적용 기계 제조업 외 1 종,자동화설비제작
(주)에이티디랩,대구제3산업단지관리공단,자동차용 금속 압형제품 제조업 외 12 종,항공기부품+일반철물+금속압형제품
(주)에이티씨,대구광역시 달서구,기체 펌프 및 압축기 제조업 외 1 종,공기 압축기
(주)에이티에이,대구성서산업단지관리공단,그 외 기타 특수목적용 기계 제조업 외 1 종,서보프레스 외
(주)에이티이기술,대구성서산업단지관리공단,기기용 자동측정 및 제어장치 제조업 외 5 종,LRU/SRU검사장비개발+자동화시험장비+제어계측기
(주)에이티이기술,대구성서산업단지관리공단,기기용 자동측정 및 제어장치 제조업 외 1 종,시험장비
(주)에이팜,대구성서산업단지관리공단,물리+화학 및 생물학 연구개발업,화장품+건강기능식품 연구개발
(주)에이팜,대구성서산업단지관리공단,제품 디자인업,제품디자인
(주)에이팩,대구성서산업단지관리공단,날붙이 제조업,도어록(문 손잡이)
(주)에이피엠,한국산업단지공단 대구지역본부 달성사무소,분말 야금제품 제조업,소결부품
(주)에코루체,대구광역시 동구,일반용 전기 조명장치 제조업 외 6 종,가로등주+등기구 외
(주)에코맥스,대구성서산업단지관리공단,축전지 제조업,축전지제조
(주)에코셋,한국산업단지공단 대구지역본부 달성사무소,기체 여과기 제조업 외 3 종,기체여과기+액체여과기
(주)에코시스,대구성서산업단지관리공단,그 외 기타 분류 안된 화학제품 제조업,요소수
(주)에코아,대구광역시 서구,전시 및 광고용 조명장치 제조업 외 4 종,LED조명
(주)에코에너지,한국산업단지공단 대구지역본부 달성사무소,태양력 발전업,전기
(주)에코윈,대구경북경제자유구역청,복합비료 및 기타 화학비료 제조업,해충방제용천적제품
(주)에코윈,연구개발특구지원본부 대구기술사업화센터 운영지원팀,복합비료 및 기타 화학비료 제조업 외 1 종,유기농업자재 등
(주)에프시이엔지,(사)대구검단산업단지관리공단,음ㆍ식료품 및 담배 가공기계 제조업,식품생산 기계
(주)에프아이에프인터내셔날,서대구산업단지관리공단,면직물 직조업 외 1 종,직물 도매(무역)
(주)에프알메디칼랩,대구성서산업단지관리공단,그 외 기타 의료용 기기 제조업,피부관리기
(주)에프앤에이,달성1차산업단지관리공단,그 외 기타 플라스틱 제품 제조업,인조잔디
(주)에프엠팩토리,한국산업단지공단 대구지역본부 달성사무소,부직포 및 펠트 제조업,멜트블로운 부직포
(주)에프티지,(사)대구검단산업단지관리공단,디지털 적층 성형기계 제조업 외 1 종,제습+건조+수송장치+리사이클링시스템 및 분쇄기 등 자동화기기
(주)엔도비전,대구경북경제자유구역청,그 외 기타 의료용 기기 제조업 외 1 종,지혈드레싱 등
(주)엔바이오컨스,한국산업단지공단 대구지역본부 달성사무소,그 외 기타 특수목적용 기계 제조업 외 1 종,하수슬러지 처리시설
(주)엔비글로벌,대구성서산업단지관리공단,섬유제품 기타 정리 및 마무리 가공업,화섬직물(텐타)
(주)엔슨소프트,(사)대구검단산업단지관리공단,방송장비 제조업 외 5 종,cctv+컴퓨터서버+차량판독카메라+기상전광판+차량차단기+차량인식기+주차안내판
(주)엔슨소프트,(사)대구검단산업단지관리공단,방송장비 제조업 외 2 종,CCTV+NVR
(주)엔시에스텍스켐,서대구산업단지관리공단,무기안료용 금속 산화물 및 관련 제품 제조업 외 1 종,알긴산소다+방수제
(주)엔씨아이,대구성서산업단지관리공단,그 외 자동차용 신품 부품 제조업 외 4 종,자동차부품
(주)엔씨아이,한국산업단지공단 대구지역본부 달성사무소,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품 및 플라스틱사출성형제품
(주)엔씨패브릭,대구성서산업단지관리공단,화학섬유직물 직조업,섬유+교직물
(주)엔에스로보텍,한국산업단지공단 대구지역본부 달성사무소,광물처리 및 취급장비 제조업 외 1 종,결빙파쇄기+산업용로봇
(주)엔에스브이,대구성서산업단지관리공단,골프연습장 운영업,
(주)엔에스씨,한국산업단지공단 대구지역본부 달성사무소,금속 단조제품 제조업 외 1 종,정밀단조품+항공투하탄
(주)엔에스에이엠,대구성서산업단지관리공단,분말 야금제품 제조업 외 2 종,자동차+전자부품
(주)엔엘테크,달성1차산업단지관리공단,자동차 엔진용 신품 부품 제조업 외 5 종,자동차용에어콘컴프레샤+송유관파이프가공
(주)엔유씨전자,대구광역시 북구,기타 주변기기 제조업 외 2 종,녹즙기+발효기
(주)엔제이,대구성서산업단지관리공단,기타 직물제품 제조업,마스크
(주)엔제이커피,대구성서산업단지관리공단,커피 가공업,커피
(주)엔제이테크,대구성서산업단지관리공단,기타 측정+시험+항해+제어 및 정밀기기 제조업,계측기 게이지
(주)엔젤테크,연구개발특구지원본부 대구기술사업화센터 운영지원팀,그 외 기타 의료용 기기 제조업,재활집필보정기구 등
(주)엔터인 ,대구경북경제자유구역청,응용 소프트웨어 개발 및 공급업,응용 소프트웨어 개발 및 공급업
(주)엔텍스,서대구산업단지관리공단,화학섬유직물 직조업 외 1 종,섬유 무역
(주)엔티아이,서대구산업단지관리공단,자동차 세차업,세차장 운영
(주)엔티전기,대구광역시 북구,그 외 기타 특수목적용 기계 제조업 외 5 종,자동승강+조명장치+무대기계
(주)엔티전기 검단지점,(사)대구검단산업단지관리공단,일반용 전기 조명장치 제조업 외 5 종,무대장치+자동승강조명장치
(주)엔플렉스,대구광역시 동구,플라스틱 선+봉+관 및 호스 제조업,호스
(주)엔피베버리지,대구성서산업단지관리공단,기타 비알코올 음료 제조업,이종물질캡충진
(주)엘리소프트 ,대구경북경제자유구역청,시스템 소프트웨어 개발 및 공급업,소프트웨어개발및공급업
(주)엘스텍엔바이런먼트,한국산업단지공단 대구지역본부 달성사무소,물리+화학 및 생물학 연구개발업,물리+화학 및 생물학 연구개발업
(주)엘앤에프,대구성서산업단지관리공단,축전지 제조업 외 1 종,이차전지소재
(주)엘앤에프,대구성서산업단지관리공단,축전지 제조업,TFT-LCD BLU+축전지제조
(주)엘앤에프,한국산업단지공단 대구지역본부 달성사무소,축전지 제조업,리튬이온이차전지용 양극활물질
(주)엘앤에프,한국산업단지공단 대구지역본부 달성사무소,축전지 제조업,리튬이온이차전지용양극활물질
(주)엘앤컴,대구성서산업단지관리공단,구름베어링 제조업 외 1 종,폴리머베어링
(주)엘에스티에스,한국산업단지공단 대구지역본부 달성사무소,자연과학 및 공학 융합 연구개발업,자연과학 및 공학 융합 연구개발업
(주)엘엔케이즈,대구성서산업단지관리공단,속옷 및 잠옷 제조업 외 1 종,남녀 노인용 속옷+티셔츠 
(주)엘엠코리아,대구제3산업단지관리공단,표면처리 및 적층 직물 제조업,섬유관련 제품제조
(주)엘존,대구성서산업단지관리공단,구조용 금속 판제품 및 공작물 제조업,투명led미디어월+버스승강장+재활용동네마당+쓰레기통+캠핑화롯대
(주)엘코스,한국산업단지공단 대구지역본부 달성사무소,그 외 자동차용 신품 부품 제조업 외 3 종,자동차전장품
(주)엘피테크,한국산업단지공단 대구지역본부 달성사무소,육상 금속 골조 구조재 제조업 외 2 종,가로등주 등
(주)엠모니터,대구성서산업단지관리공단,의료용품 및 기타 의약 관련제품 제조업,진단시약+키트
(주)엠스코,한국산업단지공단 대구지역본부 달성사무소,그 외 자동차용 신품 부품 제조업,브레이크 밸브 및 TGS parts
(주)엠씨텍,대구성서산업단지관리공단,전자축전기 제조업,적층증착콘덴서
(주)엠알이엔지,대구제3산업단지관리공단,그 외 기타 일반목적용 기계 제조업 외 8 종,버섯관련기계
(주)엠알하이텍,대구성서산업단지관리공단,금속 절삭기계 제조업,공작기계+선박기계부품 외
(주)엠앤드티,서대구산업단지관리공단,직물 도매업,폴리에스터
(주)엠앤드티 (매매장4호),서대구산업단지관리공단,비주거용 건물 임대업,임대업
(주)엠앤드티 (매매장5호),서대구산업단지관리공단,비주거용 건물 임대업,임대업
(주)엠에스가스 대구영업소,대구성서산업단지관리공단,산업용 가스 제조업,산업용가스
(주)엠에스그린,(사)대구검단산업단지관리공단,문구용 종이제품 제조업 외 4 종,복사용지+신문용지+중질지+재생토너
(주)엠에이치하네스,대구성서산업단지관리공단,기타 섬유+의복 및 가죽 가공 기계 제조업,섬유기계부품
(주)엠에이텍,대구성서산업단지관리공단,자동차 차체용 신품 부품 제조업 외 3 종,자동차부품
(주)엠에이텍,대구성서산업단지관리공단,도장 및 기타 피막처리업 외 1 종,전착 도장
(주)엠엠티에스엠,대구성서산업단지관리공단,기어 및 동력전달장치 제조업 외 1 종,터빈하우징(자동차부품)
(주)엠엠티에스엠,대구성서산업단지관리공단,기어 및 동력전달장치 제조업,터빈하우징
(주)엠제이데코,서대구산업단지관리공단,커튼 및 유사제품 제조업,블라인드
(주)엠제이매니아,대구성서산업단지관리공단,기타 직물제품 제조업,마스크
(주)엠제이비전테크,달성1차산업단지관리공단,기타 무선 통신장비 제조업 외 3 종,폐쇠회로 카메라+CCTV+녹화장치
(주)엠제이이,대구성서산업단지관리공단,그 외 기타 일반목적용 기계 제조업 외 1 종,철강제조공장 자동화설비+기타 특수 철강 생산 설비
(주)엠지뉴턴(MGNEWTON) 침산공장지점,대구광역시 북구,치과용 기기 제조업,치아 절삭용 다이아몬드 바
(주)엠지택,달성1차산업단지관리공단,기타 비철금속 주조업 외 2 종,마그네슘인곳드
(주)엠지테크윈,대구성서산업단지관리공단,도장 및 기타 피막처리업,피막처리
(주)엠지텍,(사)대구검단산업단지관리공단,일반용 전기 조명장치 제조업,조명등기구 부품+스크류 등
(주)엠케이,(사)대구검단산업단지관리공단,가금류 가공 및 저장 처리업 외 2 종,닭고기 부분육
(주)엠케이글로벌,대구성서산업단지관리공단,그 외 기타 특수목적용 기계 제조업,자동화기계
(주)엠케이컴퍼니,대구성서산업단지관리공단,동 압연+압출 및 연신제품 제조업,고장력 열처리코일+고합금강
(주)엠케이크,대구광역시 달성군,떡류 제조업 외 2 종,떡(소분)+빵+쿠키 및 초콜릿
(주)엠케이테크,대구성서산업단지관리공단,기어 및 동력전달장치 제조업,감속기
(주)엠텍,한국산업단지공단 대구지역본부 달성사무소,그 외 기타 분류 안된 화학제품 제조업 외 3 종,제지용 약품+4종복합비료
(주)엠텍,대구성서산업단지관리공단,주형 및 금형 제조업,클러치용플라스틱 및 프레스 금형
(주)엠텍,한국산업단지공단 대구지역본부 달성사무소,그 외 기타 분류 안된 화학제품 제조업 외 3 종,탈기제
(주)엠투랩대구공장,(사)대구검단산업단지관리공단,기타 무선 통신장비 제조업 외 2 종,휴대통신기기
(주)엠티에스 코리아,대구성서산업단지관리공단,기타 직물제품 제조업,마스크
(주)엠피아이,한국산업단지공단 대구지역본부 달성사무소,용기 세척+포장 및 충전기 제조업,포장기계+포장기자재
(주)엠피테크,서대구산업단지관리공단,일반용 전기 조명장치 제조업,스포츠 조명
(주)여남테크,대구성서산업단지관리공단,그 외 자동차용 신품 부품 제조업 외 4 종,자동차+농자재부품
(주)연두,대구광역시 달서구,도시락류 제조업 외 1 종,도시락
(주)연우테크,대구성서산업단지관리공단,배전반 및 전기 자동제어반 제조업,자동화 설비 및 하네스 작업
(주)연우테크,대구광역시 달성군,산업처리공정 제어장비 제조업,자동화장비 외 하네스
(주)연합기전,(사)대구검단산업단지관리공단,배전반 및 전기 자동제어반 제조업 외 1 종,배전반+자동제어반+태양광 발전장치
(주)영광기획비앤피,대구성서산업단지관리공단,판지 상자 및 용기 제조업 외 1 종,지함+박스
(주)영광기획비앤피,달성1차산업단지관리공단,골판지 상자 및 가공제품 제조업,종이상자
(주)영광바렐,대구성서산업단지관리공단,그 외 기타 금속가공업,자동차부품연마
(주)영광염직,대구염색산업단지관리공단,솜 및 실 염색가공업,폴리에스텔
(주)영광테크,대구성서산업단지관리공단,일반철물 제조업,자동화부품(엑스파일)
(주)영남솔라에너지,대구성서산업단지관리공단,배전반 및 전기 자동제어반 제조업,전기분전반
(주)영남엘이디라이팅,대구광역시 북구,일반용 전기 조명장치 제조업 외 2 종,LED조명기구
(주)영남우유,대구광역시 달성군,액상시유 및 기타 낙농제품 제조업,우유
(주)영남일보,대구성서산업단지관리공단,신문 발행업,신문
(주)영남전기공사(대구지점),대구성서산업단지관리공단,배전반 및 전기 자동제어반 제조업 외 6 종,분전반 및 자동제어반+태양광발전장치+빌딩자동제어장치+계장 제어장치
(주)영남프린텍,대구광역시 동구,경 인쇄업,인쇄물
(주)영동염직,대구염색산업단지관리공단,직물+편조원단 및 의복류 염색 가공업,폴리에스텔
(주)영보산업,대구성서산업단지관리공단,자동차 차체용 신품 부품 제조업 외 1 종,새들스프링
(주)영상,대구광역시 서구,판지 상자 및 용기 제조업,판지상자+종이박스
(주)영성철강,대구성서산업단지관리공단,그 외 기타 1차 철강 제조업,H/B 앵글 쟌넬 파이프
(주)영신에프에이,(사)대구검단산업단지관리공단,산업용 로봇 제조업,델타로봇+자동화 설비
(주)영신에프에이,대구성서산업단지관리공단,산업처리공정 제어장비 제조업,자동화기계(산업용)
(주)영신코아,달성1차산업단지관리공단,주형 및 금형 제조업,토사석가공
(주)영신특수코아,달성1차산업단지관리공단,주형 및 금형 제조업,주물용중자
(주)영우이엔지,대구성서산업단지관리공단,절삭가공 및 유사처리업,레이져가공물
(주)영우코포레이션,대구광역시 달성군,침구 및 관련제품 제조업,침구류
(주)영원기전,한국산업단지공단 대구지역본부 달성사무소,배전반 및 전기 자동제어반 제조업,배전반. 수배전반
(주)영원무역,한국산업단지공단 대구지역본부 달성사무소,표면처리 및 적층 직물 제조업,기능성직물+산업용특수직물
(주)영원이엔지,대구성서산업단지관리공단,디스플레이 제조용 기계 제조업,반도체관련품
(주)영원코포레이션,대구성서산업단지관리공단,연사 및 가공사 제조업 외 2 종,화섬직물+마스크
(주)영원코포레이션,대구성서산업단지관리공단,패션+섬유류 및 기타 전문 디자인업,직물 무역
(주)영유염직,대구염색산업단지관리공단,직물+편조원단 및 의복류 염색 가공업,교직
(주)영유통대구영업소,서대구산업단지관리공단,담배 도매업,담배
(주)영인이엔씨,대구광역시 중구,방송장비 제조업 외 2 종,폐쇄회로텔레비젼+음향기기+전기경보및신호장치
(주)영인이엔지,대구경북경제자유구역청,자동차용 금속 압형제품 제조업 외 1 종,현금자동지급기 등
(주)영인이엔지,연구개발특구지원본부 대구기술사업화센터 운영지원팀,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,현금자동입출금기 Body Frame
(주)영일교구,대구경북경제자유구역청,기타 주변기기 제조업,전자칠판+전자교탁 등
(주)영일랩스,대구성서산업단지관리공단,산업처리공정 제어장비 제조업 외 2 종,자동화라인+검사장비
(주)영일무역,대구성서산업단지관리공단,화학섬유직물 직조업,POLYESTER
(주)영재이엔지,대구성서산업단지관리공단,그 외 기타 특수목적용 기계 제조업,SMT 장비
(주)영진아이앤디,대구성서산업단지관리공단,반도체 제조용 기계 제조업,반도체 및 2차전지 장비
(주)영진테크놀로지,달성1차산업단지관리공단,그 외 자동차용 신품 부품 제조업,다이캐스팅
(주)영진텍,대구광역시 북구,금속 절삭기계 제조업,초경절삭공구+용접공구+선반부품외
(주)영풍식품,(사)대구검단산업단지관리공단,육류 기타 가공 및 저장처리업 (가금류 제외) 외 1 종,냉장/냉동 우육 돈육 및 부산물
(주)영풍열처리,대구성서산업단지관리공단,금속 열처리업,금속열처리
(주)영풍열처리,연구개발특구지원본부 대구기술사업화센터 운영지원팀,금속 열처리업,금속 열처리
(주)영풍필텍스,대구성서산업단지관리공단,섬유제품 기타 정리 및 마무리 가공업 외 3 종,섬유시레가공
(주)영피쉬,대구광역시 서구,수산동물 냉동품 제조업,수산물냉동품
(주)영현,(사)대구검단산업단지관리공단,선박 구성 부분품 제조업 외 1 종,선박+자동차 부품
(주)영화,대구성서산업단지관리공단,기타 구조용 금속제품 제조업,판넬
(주)영화지점,한국산업단지공단 대구지역본부 달성사무소,기타 구조용 금속제품 제조업,판넬
(주)예가로드,대구성서산업단지관리공단,침구 및 관련제품 제조업,침구류
(주)예광,대구광역시 달성군,일반 제재업,각재+판재
(주)예기,대구성서산업단지관리공단,디지털 적층 성형기계 제조업 외 1 종,벤딩기
(주)예기,대구성서산업단지관리공단,디지털 적층 성형기계 제조업 외 1 종,CNC밴딩기계
(주)예단라이팅,달성1차산업단지관리공단,구조용 금속 판제품 및 공작물 제조업 외 3 종,가로등 및 부속자재+조명타워+금속기둥+볼라드+분전반+LED경관조명
(주)예성디자인,대구광역시 남구,간판 및 광고물 제조업,광고물
(주)예성전기통신,대구광역시 북구,방송장비 제조업 외 4 종,폐쇄회로텔레비젼시스템(CCTV카메라)제조
(주)예성전기통신,(사)대구검단산업단지관리공단,배전반 및 전기 자동제어반 제조업 외 3 종,자동제어반+프로세스제어반+태양광접속반+방송장비
(주)예스바이오테크,연구개발특구지원본부 대구기술사업화센터 운영지원팀,치과용 기기 제조업,치과용 임플란트
(주)예진,대구성서산업단지관리공단,기타 인쇄관련 산업,디자인+인쇄물
(주)오대2공장,달성1차산업단지관리공단,그 외 자동차용 신품 부품 제조업 외 3 종,자동차용샤우드
(주)오리엔탈에이브이,대구광역시 북구,기타 음향기기 제조업 외 1 종,remot콘트롤유닛
(주)오리온 필름,(사)대구검단산업단지관리공단,플라스틱 포대+봉투 및 유사제품 제조업,친환경 끈부착 PE-Bag
(주)오리온필름,대구성서산업단지관리공단,플라스틱 필름 제조업 외 5 종,PE+FILM
(주)오리온합금,대구성서산업단지관리공단,기타 1차 비철금속 제조업,초경합금소재
(주)오브제인터랙티브 ,대구경북경제자유구역청,응용 소프트웨어 개발 및 공급업,소프트웨어개발 
(주)오션네트웍스,연구개발특구지원본부 대구기술사업화센터 운영지원팀,그 외 기타 의료용 기기 제조업 외 1 종,의료기기
(주)오씨티,대구성서산업단지관리공단,인쇄회로기판용 적층판 제조업 외 2 종,인쇄 회로 기판
(주)오에스아이,대구성서산업단지관리공단,배전반 및 전기 자동제어반 제조업,배전반
(주)오에스티,대구성서산업단지관리공단,디스플레이 제조용 기계 제조업,산업처리자동측정및 제어장치
(주)오에스티,한국산업단지공단 대구지역본부 달성사무소,기타 측정+시험+항해+제어 및 정밀기기 제조업,영상 디스플레이 검사장비
(주)오엔터,대구광역시 달서구,기타 무선 통신장비 제조업 외 3 종,가로등+보안등 원격 관제관리 시스템
(주)오월의햇살,대구광역시 달서구,커튼 및 유사제품 제조업 외 1 종,블라인드+커튼+버티칼
(주)오이엔,대구성서산업단지관리공단,도장 및 기타 피막처리업,피막처리업
(주)오정기계,대구성서산업단지관리공단,기타 물품 취급장비 제조업,기타물품취급 장비제조
(주)오택,대구성서산업단지관리공단,주형 및 금형 제조업 외 2 종,자동차부품 금형+유수분리 여과조
(주)오토크로바,달성1차산업단지관리공단,그 외 자동차용 신품 부품 제조업 외 1 종,선바이져
(주)오퍼스퍼니처,(사)대구검단산업단지관리공단,금속 가구 제조업 외 2 종,사무용 가구
(주)옥산산업,대구성서산업단지관리공단,그 외 자동차용 신품 부품 제조업 외 3 종,기타자동차부품
(주)옥원산업,대구성서산업단지관리공단,산업용 섬유 세척+염색+정리 및 가공 기계 제조업,염색기계
(주)옥천당,연구개발특구지원본부 대구기술사업화센터 운영지원팀,한의약품 제조업 외 4 종,한방제제
(주)온코어,대구광역시 달성군,공기 조화장치 제조업,에어컨부품
(주)옴니허브,대구광역시 북구,물질 검사+측정 및 분석기구 제조업 외 1 종,음압부스+온열패드+격리병실+방역소독기
(주)옵티모,대구성서산업단지관리공단,도장 및 기타 피막처리업 외 3 종,자동차및전자부품 표면처리
(주)옵티모,한국산업단지공단 대구지역본부 달성사무소,광학렌즈 및 광학요소 제조업,자동차 전장부품 램프용 광학렌즈+내장재 휠 글라스+디스플레이 3D곡면글라스
(주)와겐,대구성서산업단지관리공단,침구 및 관련제품 제조업,침구류
(주)와우텍,한국산업단지공단 대구지역본부 달성사무소,항공기용 부품 제조업 외 3 종,자동차부품+기계
(주)와이.엠.피,한국산업단지공단 대구지역본부 달성사무소,자동차 차체용 신품 부품 제조업 외 6 종,자동차 차체용 부품
(주)와이디테크,한국산업단지공단 대구지역본부 달성사무소,자동차용 엔진 제조업,6속 HOLDER 외 
(주)와이앤티코리아,달성1차산업단지관리공단,그 외 자동차용 신품 부품 제조업,자동차에어컨+컴프레샤
(주)와이앤피,대구광역시 서구,여자용 겉옷 제조업,여성의류
(주)와이에스엠,대구광역시 북구,도금업,자동차부품도금
(주)와이에이치바이오사이언스(YH.BIO.SCIENCE),대구광역시 달서구,그 외 기타 일반목적용 기계 제조업,자외선 살균기
(주)와이엠피라이팅,한국산업단지공단 대구지역본부 달성사무소,그 외 자동차용 신품 부품 제조업 외 4 종,자동차 차체용 부품
(주)와이제이로얄,대구성서산업단지관리공단,플라스틱 선+봉+관 및 호스 제조업,P V C 관
(주)와이제이엠텍,한국산업단지공단 대구지역본부 달성사무소,그 외 기타 일반목적용 기계 제조업,금속판제품+공작물+집진기+챔버
(주)와이즈랩,서대구산업단지관리공단,배전반 및 전기 자동제어반 제조업 외 1 종,전기 제어반
(주)와이지-원,대구성서산업단지관리공단,금속 절삭기계 제조업,엔드밀외
(주)와이텍,대구성서산업단지관리공단,산업용 로봇 제조업,산업용로봇
(주)용궁냉동,대구광역시 북구,기타 수산동물 가공 및 저장 처리업,수산물가공
(주)용두공업,대구성서산업단지관리공단,그 외 기타 금속가공업,벽돌기계 반도체후레임
(주)용두공업,대구성서산업단지관리공단,기타 직물제품 제조업,마스크
(주)용연텍스타일,서대구산업단지관리공단,면직물 직조업 외 1 종,화섬직물
(주)용전,대구성서산업단지관리공단,플라스틱 선+봉+관 및 호스 제조업,선+봉+관
(주)용진,대구성서산업단지관리공단,모터사이클 제조업,오토바이 악세사리
(주)용진,연구개발특구지원본부 대구기술사업화센터 운영지원팀,내연기관 제조업,선박엔진 부품
(주)용천하이테크,한국산업단지공단 대구지역본부 달성사무소,자동차 엔진용 신품 부품 제조업 외 1 종,자동차부품제조+금속가공
(주)용화디앤씨 (B131호),서대구산업단지관리공단,시장조사 및 여론조사업 외 1 종,여론조사+경영컨설팅
(주)용화디앤씨 (B132호),서대구산업단지관리공단,시장조사 및 여론조사업 외 1 종,경영컨설팅+여론조사
(주)우경강업,대구성서산업단지관리공단,그 외 기타 1차 철강 제조업,C형강가공
(주)우경네트웍스,대구광역시 중구,방송장비 제조업,CATVhead-end+분배기+증폭기
(주)우경정보기술,대구광역시 북구,방송장비 제조업,엠프
(주)우경정보기술 ,대구경북경제자유구역청,컴퓨터시스템 통합 자문 및 구축 서비스업,시스템통합자문 및 구축 
(주)우두,연구개발특구지원본부 대구기술사업화센터 운영지원팀,그 외 기타 의료용 기기 제조업,지르코니아 블럭
(주)우리기술,대구성서산업단지관리공단,육상 금속 골조 구조재 제조업,내진 받침대
(주)우리기술 대구지점,(사)대구검단산업단지관리공단,물질 검사+측정 및 분석기구 제조업 외 4 종,초음파수위계+유량계+수질분석기+프로세스제어반+빌딩자동제어반
(주)우리소프트 ,대구경북경제자유구역청,응용 소프트웨어 개발 및 공급업,인지재활 모바일컨텐츠 개발
(주)우리식품 제2공장,대구광역시 북구,가금류 가공 및 저장 처리업,양념닭꼬지+닭발+편육
(주)우리엠에스,대구성서산업단지관리공단,그 외 기타 특수목적용 기계 제조업 외 1 종,산업기계
(주)우리철강,대구광역시 북구,그 외 기타 1차 철강 제조업,철판절단가공품
(주)우리테크,대구성서산업단지관리공단,산업처리공정 제어장비 제조업,자동화기계설비
(주)우리테크,대구성서산업단지관리공단,산업처리공정 제어장비 제조업,자동화기계
(주)우리텍,연구개발특구지원본부 대구기술사업화센터 운영지원팀,주형 및 금형 제조업,플라스틱 성형용 금형 제품
(주)우리페이퍼,대구성서산업단지관리공단,문구용 종이제품 제조업,인쇄용지 외
(주)우방하이테크,대구광역시 북구,산업용 섬유 세척+염색+정리 및 가공 기계 제조업,산업용세탁기
(주)우방하이테크,대구광역시 북구,산업용 섬유 세척+염색+정리 및 가공 기계 제조업,세탁기
(주)우방하이테크,대구광역시 북구,절삭가공 및 유사처리업,절삭가공
(주)우성섬유,대구광역시 달성군,특수 직물 및 기타 직물 직조업,견직물
(주)우성시엔시,(사)대구검단산업단지관리공단,비주거용 건물 개발 및 공급업,공장건설 및 공급
(주)우성시엔시,(사)대구검단산업단지관리공단,비주거용 건물 개발 및 공급업,공장건설 및 공급
(주)우성시엔시,(사)대구검단산업단지관리공단,비주거용 건물 개발 및 공급업,공장건설 및 공급
(주)우성시엔시,(사)대구검단산업단지관리공단,비주거용 건물 개발 및 공급업,공장건설 및 공급
(주)우성씰텍,대구성서산업단지관리공단,고무패킹류 제조업 외 1 종,자동차 고무 부품
(주)우성씰텍,대구성서산업단지관리공단,고무패킹류 제조업 외 1 종,자동차용고무
(주)우성크리스탈,달성1차산업단지관리공단,가정용 유리제품 제조업,가정용유리용기
(주)우성티오티,연구개발특구지원본부 대구기술사업화센터 운영지원팀,치과용 기기 제조업 외 2 종,자동화설비 및 휠체어
(주)우성티오티,대구광역시 북구,기타 가공 공작기계 제조업,자동차부품 지그 등
(주)우솔조명,(사)대구검단산업단지관리공단,일반용 전기 조명장치 제조업 외 5 종,가로등 점멸기+경관조명+LED 조명
(주)우수,대구광역시 동구,스타킹 및 기타 양말 제조업,스타킹
(주)우수,대구성서산업단지관리공단,패션+섬유류 및 기타 전문 디자인업,양말+스타킹 디자인 및 섬유개발
(주)우신개발,대구광역시 달성군,절삭가공 및 유사처리업 외 2 종,자동조립기+샤시프레임
(주)우신광고,대구광역시 중구,간판 및 광고물 제조업,간판및 광고물제조
(주)우신기공,대구광역시 달성군,금속 열처리업 외 2 종,산업기계제작+열처리
(주)우양기계,대구제3산업단지관리공단,산업용 섬유 세척+염색+정리 및 가공 기계 제조업,염색기
(주)우영엔지니어링,대구광역시 달성군,주형 및 금형 제조업,프레스금형
(주)우원,대구광역시 달성군,기체펌프및압축기제조업,밸브
(주)우원이엔지,대구성서산업단지관리공단,금속탱크 및 저장용기 제조업 외 1 종,설치용금속탱크및저장용기
(주)우정,달성1차산업단지관리공단,모터사이클 제조업,오토바이부품
(주)우정,달성1차산업단지관리공단,그 외 자동차용 신품 부품 제조업,자동차부품
(주)우정메타릭,(사)대구검단산업단지관리공단,비주거용 건물 임대업,
(주)우정제이에스,(사)대구검단산업단지관리공단,비주거용 건물 임대업,
(주)우정하우징,대구광역시 서구,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품고정용지그제품
(주)우주씨앤티,대구광역시 동구,기타 무선 통신장비 제조업 외 3 종,영상감시장치+보안용카메라+CCTV 등
(주)우주종합상사,대구성서산업단지관리공단,기타 음향기기 제조업 외 1 종,컨트롤로
(주)우진,한국산업단지공단 대구지역본부 달성사무소,액체 여과기 제조업 외 1 종,교반기 및 자동제어장치
(주)우진금형,대구성서산업단지관리공단,주형 및 금형 제조업,훼라이트 금형
(주)우진기계,대구성서산업단지관리공단,산업용 로봇 제조업,자동화기계
(주)우진산업사,(사)대구검단산업단지관리공단,도장 및 기타 피막처리업,알미늄피막처리
(주)우진산업사 제2공장,(사)대구검단산업단지관리공단,그 외 금속 압형제품 제조업,금속 압형제품
(주)우진컨스트럭션,대구광역시 동구,플라스틱 창호 제조업,창호
(주)우진하이텍,대구성서산업단지관리공단,주형 및 금형 제조업 외 5 종,주형및 금형+동력장치
(주)우진하이텍,대구성서산업단지관리공단,자동차용 신품 동력전달장치 제조업 외 2 종,자동차부품
(주)우진하이텍,한국산업단지공단 대구지역본부 달성사무소,자동차용 신품 동력전달장치 제조업 외 1 종,자동차레버시프트부품
(주)우진하이텍,대구제3산업단지관리공단,주형 및 금형 제조업 외 2 종,금형
(주)우창엔지니어링,연구개발특구지원본부 대구기술사업화센터 운영지원팀,그 외 기타 의료용 기기 제조업 외 3 종, 의료용 계측기기+의료용전력변환장치+재활의료보조기기
